"name","producer","region"
"Rezio","Pietro Nera","Lombardia"
"Rialto Lambrusco dell'Emilia Amabile Bianco","Contri","Verona"
"Rialto Vernaccia di San Gimignano","Cappella Sant Andrea","Toscana"
"Rialze Valpolicella Ripasso","Le Tobele","Valpolicella Ripasso"
"Ribeca Perricone","Firriato","Terre Siciliane"
"Ribeo Morellino di Scansano","Roccapesta","Morellino di Scansano"
"Ribolla Gialla","Cozzarolo","Friuli-Venezia Giulia"
"Ribolla Gialla","Valvitis","Friuli-Venezia Giulia"
"Ribolla Gialla","Gravner","Friuli-Venezia Giulia"
"Ribolla Gialla","Tenuta Stella","Collio"
"Ribolla Gialla","Colutta Gianpaolo","Friuli-Venezia Giulia"
"Ribolla Gialla","Damijan Podversic","Venezia Giulia"
"Ribolla Gialla","Marco Scolaris","Collio"
"Ribolla Gialla","Komic","Collio"
"Ribolla Gialla","Zorutti","Veneto"
"Ribolla Gialla","Vosca","Collio"
"Ribolla Gialla","Draga","Friuli-Venezia Giulia"
"Ribolla Gialla","Dorigo","Colli Orientali del Friuli"
"Ribolla Gialla","Conte d'Attimis Maniago","Friuli-Venezia Giulia"
"Ribolla Gialla","Colutta","Colli Orientali del Friuli"
"Ribolla Gialla","Masut Da Rive","Friuli-Venezia Giulia"
"Ribolla Gialla","Marco Sara","Friuli-Venezia Giulia"
"Ribolla Gialla","Fruscalzo","Collio"
"Ribolla Gialla","Muzic","Collio"
"Ribolla Gialla","Floriancic","Collio"
"Ribolla Gialla","Guerra Albano","Friuli-Venezia Giulia"
"Ribolla Gialla","Alessio Komjanc","Collio"
"Ribolla Gialla","Paraschos","Friuli-Venezia Giulia"
"Ribolla Gialla","Toros Franco","Collio"
"Ribolla Gialla","Gildo","Friuli-Venezia Giulia"
"Ribolla Gialla","Norina Pez","Friuli-Venezia Giulia"
"Ribolla Gialla","Lorenzonetto","Friuli-Venezia Giulia"
"Ribolla Gialla","Luisa","Friuli-Venezia Giulia"
"Ribolla Gialla","Tercic","Friuli-Venezia Giulia"
"RIbolla Gialla","Ronco del Frassino","Collio"
"Ribolla Gialla","Carlo di Pradis","Collio"
"Ribolla Gialla","Poderi di Carlo","Collio"
"Ribolla Gialla","Loggia dei Colli","Venezia"
"Ribolla Gialla","Crastin","Collio"
"Ribolla Gialla","Ermacora","Friuli-Venezia Giulia"
"Ribolla Gialla","Vidussi","Collio"
"Ribolla Gialla","Villa Russiz","Collio"
"Ribolla Gialla","Ferruccio Sgubin","Friuli-Venezia Giulia"
"Ribolla Gialla","Tenuta Ronc Alto","Friuli-Venezia Giulia"
"Ribolla Gialla","Azienda Agricola Grillo","Friuli-Venezia Giulia"
"Ribolla Gialla","Colli di Poianis","Friuli-Venezia Giulia"
"Ribolla Gialla","Zamo & Zamo","Friuli-Venezia Giulia"
"Ribolla Gialla","Tenuta Viscone","Friuli-Venezia Giulia"
"Ribolla Gialla","Ronc dal Sèc","Friuli-Venezia Giulia"
"Ribolla Gialla","Terpin Franco","Friuli-Venezia Giulia"
"Ribolla Gialla","Corte di Castello","Friuli-Venezia Giulia"
"Ribolla Gialla","Reguta","Friuli-Venezia Giulia"
"Ribolla Gialla","Humar","Collio"
"Ribolla Gialla","Conte Brandolini","Friuli-Venezia Giulia"
"Ribolla Gialla","Ronco Scagnèt","Veneto"
"Ribolla Gialla","La Viarte","Colli Orientali del Friuli"
"Ribolla Gialla","Antico Borgo dei Colli","Friuli Annia"
"Ribolla Gialla","La Buse dal Lôf","Friuli-Venezia Giulia"
"Ribolla Gialla","Villa Folini","Friuli-Venezia Giulia"
"Ribolla Gialla Brut","I Feudi di Romans","Friuli-Venezia Giulia"
"Ribolla Gialla Brut","Le Contesse","Veneto"
"Ribolla Gialla Brut","Colutta","Colli Orientali del Friuli"
"Ribolla Gialla Brut","Blason","Friuli-Venezia Giulia"
"Ribolla Gialla Colli Orientali del Friuli","Manzano","Friuli-Venezia Giulia"
"Ribolla Gialla Collio","Reguta","Friuli-Venezia Giulia"
"Ribolla Gialla Collio","Borgo Conventi","Collio"
"Ribolla Gialla Collio","Gradis'Ciutta","Collio"
"Ribolla Gialla Collio","Togut","Collio"
"Ribolla Gialla Collio","Borgo al Castello","Collio"
"Ribolla Gialla Collio","Ronco dei Folo","Collio"
"Ribolla Gialla Collio","Tenuta La Ponca","Friuli-Venezia Giulia"
"Ribolla Gialla Collio","Castello di Spessa","Collio"
"Ribolla Gialla Collio","Cormòns","Friuli-Venezia Giulia"
"Ribolla Gialla Collio","Villaseta","Collio"
"Ribolla Gialla Collio","Fiegl","Friuli-Venezia Giulia"
"Ribolla Gialla Collio","Borgo Savaian","Collio"
"Ribolla Gialla Collio","Pighin","Friuli-Venezia Giulia"
"Ribolla Gialla Extra Brut","Tenimenti Civa","Friuli"
"Ribolla Gialla Friuli Colli Orientali","Perusini","Colli Orientali del Friuli"
"Ribolla Gialla Friuli Colli Orientali","Poggiobello","Colli Orientali del Friuli"
"Ribolla Gialla Frizzante","Tenimenti Civa","Colli Orientali del Friuli"
"Ribolla Gialla Oslavia","Fiegl","Friuli-Venezia Giulia"
"Ribolla Gialla Spumante Brut","Poggiobello","Friuli-Venezia Giulia"
"Ribota Langhe Dolcetto","Battaglio","Langhe"
"Ribota Moscato d'Asti","Boeri Alfonso","Moscato d'Asti"
"Ribula Brut","Conte d'Attimis Maniago","Friuli-Venezia Giulia"
"Ricarico","Giordano","Salento"
"Ricarico Prestige Cuvée","Giordano","Puglia"
"Riccinnebbia Langhe Nebbiolo","La Biòca","Langhe"
"Ricella Alta Gavi","Tenuta Carretta","Gavi"
"Rico Barbera d'Asti Superiore","Fratelli Trinchero","Piemonte"
"Ricupo","Angelo d'Uva","Molise"
"Rié Barbera d'Alba","Giribaldi","Piemonte"
"Rieder Lagrein","Castelfeder","Südtirol-Alto Adige"
"Riello delle Balze Chianti","Vecchia Cantina","Toscana"
"Riesling","Falkenstein","Südtirol-Alto Adige"
"Riesling","K Martini & Sohn","Südtirol-Alto Adige"
"Riesling","Reguta","Friuli-Venezia Giulia"
"Riesling","I Doria di Montalto","Provincia di Pavia"
"Riesling Alto Adige Castel Ringberg","Elena Walch","Südtirol-Alto Adige"
"Riesling Brut","La Palazzola","Umbria"
"Riesling Brut","Terre Bentivoglio","Lazio"
"Riesling IL Marinoni","Cà del Gè","Provincia di Pavia"
"Riesling Oltrepò Pavese","Cà del Gè","Lombardia"
"Riesling Provincia di Pavia","Bolla","Veneto"
"Riflessi di Sole Insolia","Avide","Terre Siciliane"
"Rigogolo di Castellina Toscana","Castellare","Toscana"
"Rigoleto Montecucco Rosso","ColleMassari","Montecucco"
"Riky Dosaggio Zero Valdobbiadene Brut","Dal Din","Veneto"
"Rile Nero","Marchese Adorno","Lombardia"
"Rime Ross Cabernet Sauvignon","Villa Aganoor","Delle Venezie"
"Rina Ianca Grillo-Viognier","Santa Tresa","Sicilia"
"Rinaldi Barbera d'Alba","Abbona","Barbera d'Alba"
"Rinaldi Maior Amarone della Valpolicella","Villa Rinaldi","Veneto"
"Rinato Langhe Chardonnay","Viberti Giovanni","Langhe"
"Rinforzato Ferdinando Cantina Privata","Giordano","Piemonte"
"Rinforzato Nero d'Avola-Cabernet Sauvignon Terre Siciliane","Giordano","Piemonte"
"Rio Camerata Chianti","Piazzano","Chianti"
"Rio Camerata Chianti Riserva","Piazzano","Chianti"
"Rio Sordo Barbaresco","Pier","Barbaresco"
"Rio Sordo Barbaresco Riserva","Cascina Bruciata","Barbaresco"
"Rio Sordo Barbaresco Riserva","Pier","Langhe"
"Ripa Alta Fiano di Avellino","Villa Raiano","Campania"
"Ripa della Volta Amarone della Valpolicella","Ottella","Amarone della Valpolicella"
"Ripa delle Mandorle Red","Vicchiomaggio","Toscana"
"Ripa Magna Corvina","Tenuta Valleselle","Verona"
"Ripassa Valpolicella Ripasso Superiore","Zenato","Veneto"
"Ripasso","Speri","Veneto"
"Ripasso della Valpolicella","Terre di Valgrande","Valpolicella Ripasso"
"Ripasso Valpolicella Classico Superiore","Biscardo","Valpolicella Ripasso Classico"
"Ripe al Convento Brunello di Montalcino Riserva","Tenuta CastelGiocondo","Brunello di Montalcino"
"Ripe Frondose Prosecco Millesimato","Tenuta San Giorgio","Prosecco"
"Ripiddu Etna Rosso","Filippo Grasso","Etna"
"Riposo Salice Salentino","Cantine Atesine","Salice Salentino"
"Risalto Chianti Montalbano","Sensi","Toscana"
"Risano Bianco","Pighin","Friuli-Venezia Giulia"
"Riseis di Recastro Trebbiano d'Aruzzo","Agriverde","Trebbiano d'Abruzzo"
"Riseis Montepulciano d'Abruzzo","Agriverde","Montepulciano d'Abruzzo"
"Riseis Passerina","Agriverde","Abruzzo"
"Riseis Pecorino","Agriverde","Abruzzo"
"Riserva","Casa Defrà","Colli Berici"
"Riserva","Fratelli Levis","Barolo"
"Riserva","Guardia dei Mori","Salice Salentino"
"Riserva","Doppio Passo","Brindisi"
"Riserva","Tre Pini","Gioia del Colle"
"Riserva","Vignalta","Colli Euganei"
"Riserva","Trama","Romagna"
"Riserva Barolo","Renato Corino","Barolo"
"Riserva Barolo Rocche di Castiglione","Sordo","Barolo"
"Riserva Brunello di Montalcino","Casanuova delle Cerbaie","Brunello di Montalcino"
"Riserva Brunello di Montalcino","Terralsole","Toscana"
"Riserva Brunello di Montalcino","Casisano-Colombaio","Brunello di Montalcino"
"Riserva Brunello di Montalcino","La Fiorita","Brunello di Montalcino"
"Riserva Camporal Amarone della Valpolicella","Corte San Benedetto","Amarone della Valpolicella"
"Riserva Cannonau di Sardegna","Sella & Mosca","Cannonau di Sardegna"
"Riserva Cantodoro","Stemmari","Sicilia"
"Riserva Castello","Terre del Barolo","Barolo"
"Riserva Ceppeto Chianti Classico","Mannucci Droandi","Chianti Classico"
"Riserva Chianti","Baracca & Fassoldi","Chianti"
"Riserva Chianti Classico","Castello di Selvole","Toscana"
"Riserva Chianti Classico","Fortezza dei Colli","Toscana"
"Riserva Chianti Classico","Tesoro della Regina","Chianti Classico"
"Riserva Chianti Classico","Castell'in Villa","Chianti Classico"
"Riserva Chianti Classico","Ormanni","Chianti Classico"
"Riserva Chianti Classico","Tenuta di Renieri","Chianti Classico"
"Riserva Chianti Classico","Villa Trasqua","Chianti Classico"
"Riserva dei Padri Serviti Vino Nobile di Montepulciano","Gattavecchi","Toscana"
"Riserva del Conte","Conte di Campiano","Emilia-Romagna"
"Riserva del Governatore Extra Brut","Bortolomiol","Conegliano-Valdobbiadene Prosecco"
"Riserva Di Fizzano Chianti Classico Gran Selezione","Rocca delle Macìe","Chianti Classico"
"Riserva Ducale Chianti Classico","Ruffino","Chianti Classico"
"Riserva Ducale Oro Chianti Classico (Gran Selezione Gold)","Ruffino","Chianti Classico"
"Riserva Elzana Carmignano","Fattoria Ambra","Carmignano"
"Riserva Ferré Brunello di Montalcino","Frescobaldi","Toscana"
"Riserva gli Angeli Brunello di Montalcino","La Gerla","Brunello di Montalcino"
"Riserva Graal Método Classico Brut","Altemasi","Trento"
"Riserva Lagrein","Ansitz Waldgries","Trentino"
"Riserva Lagrein","Cantina Rotaliana","Trentino"
"Riserva Lagrein","Girlan","Südtirol-Alto Adige"
"Riserva Lagrein","Franz Gojer","Südtirol-Alto Adige"
"Riserva Lagrein","Pfannenstielhof","Südtirol-Alto Adige"
"Riserva Luna Mater","Fontana Candida","Lazio"
"Riserva Lunelli","Ferrari","Trento"
"Riserva Montalbiolo Carmignano","Fattoria Ambra","Carmignano"
"Riserva Montepulciano d'Abruzzo","Visconti della Rocca","Piemonte"
"Riserva Montepulciano d'Abruzzo","Fontefico","Abruzzo"
"Riserva Montepulciano d'Abruzzo","Spinelli","Abruzzo"
"Riserva Montepulciano d'Abruzzo Colline Teramane","Mazzarosa","Montepulciano d'Abruzzo Colline Teramane"
"Riserva Nova Domus Terlaner","Terlan (Terlano)","Südtirol-Alto Adige"
"Riserva Orgoglio Italia Trento","Ferrari","Trento"
"Riserva Prêt-A-Porter","Bottega","Amarone della Valpolicella"
"Riserva Primitivo di Manduria","Giordano","Primitivo di Manduria"
"Riserva Primitivo di Manduria","Moss","Puglia"
"Riserva Rocche Di Castiglione","Terre del Barolo","Barolo"
"Riserva Salice Salentino","Alteno","Salice Salentino"
"Riserva Salice Salentino","Boncore","Salice Salentino"
"Riserva Salice Salentino","Paololeo","Salice Salentino"
"Riserva Salice Salentino","Cantele","Salice Salentino"
"Riserva Sangiovese di Romagna","Prodigo","Sangiovese di Romagna"
"Riserva Speciale","Produttori del Barbaresco","Barbaresco"
"Riserva Teroldego Rotaliano","Mezzacorona","Teroldego Rotaliano"
"Riserva Teroldego Rotaliano Superiore","Gaudenzio","Chianti"
"Riserva Trebbiano","Marina Cvetić","Trebbiano d'Abruzzo"
"Riserva vecchie viti dei Capalot e delle Brunate Barolo","Roberto Voerzio","Barolo"
"Riserva Vernaccia di San Gimignano","Tenute Niccolai","Chianti"
"Riserva Vernaccia di San Gimignano","Mormoraia","Toscana"
"Riserva Vernaccia di San Gimignano","Palagetto","Vernaccia di San Gimignano"
"Riserva Vernaccia Di San Gimignano","Pescille","San Gimignano"
"Riserva Vernaccia di San Gimignano","Tenute Guicciardini Strozzi","San Gimignano"
"Riserva Vigna Fontelontano Brunello di Montalcino","Collemattoni","Brunello di Montalcino"
"Riserva Vigna le Macchiarelle Brunello di Montalcino","Fanti","Brunello di Montalcino"
"Riserva vigneto Pozzo dell'Annunziata Barbera d'Alba","Roberto Voerzio","Barbera d'Alba"
"Riserva Villa La Mattarana Brut","Zamuner","Veneto"
"Riserva Vino Nobile di Montepulciano","Sua Eccellenza","Vino Nobile di Montepulciano"
"Riserva Vino Nobile di Montepulciano","La Casella","Vino Nobile di Montepulciano"
"Riserva Vino Nobile di Montepulciano","Poggio Vecchio","Vino Nobile di Montepulciano"
"Rispollo Rosso","Talenti","Brunello di Montalcino"
"Rita Montecucco Sangiovese","Perazzeta","Montecucco"
"Ritardatario Primitivo di Manduria","Cantina Sava","Puglia"
"Ritratti Gewürztraminer","Cantina La-Vis","Trentino"
"Rîul","Ermacora","Friuli-Venezia Giulia"
"Riul Refosco dal Peduncolo Rosso","Livon","Friuli-Venezia Giulia"
"Riva dei Fiori Prosecco Conegliano Valdobbiadene Superiore Brut","Montesel","Conegliano-Valdobbiadene Prosecco"
"Riva dei Perari Recioto Classico","Dal Maso","Gambellara"
"Riva del Bric Barolo","Paolo Conterno","Barolo"
"Riva del Ciliegio Pinot Nero","Casè","Emilia-Romagna"
"Riva del Molino Gambellara","Dal Maso","Veneto"
"Riva Fredda Cortese","Tenuta la Graziosa","Piemonte"
"Riva Langhe Nebbiolo","Pier","Langhe"
"Riva Rocca Barolo","Claudio Alario","Barolo"
"Rivafiorita Passerina","Madonnabruna","Marche"
"Rivaj Conegliano Valdobbiadene Prosecco Superiore Brut","Le Rughe","Conegliano-Valdobbiadene Prosecco Superiore"
"Rivaj Conegliano Valdobbiadene Prosecco Superiore Extra Dry","Le Rughe","Conegliano-Valdobbiadene Prosecco Superiore"
"Rivale Black Edition Primitivo di Manduria","Tre Mani","Primitivo di Manduria"
"Rivarossa","Schiopetto","Friuli-Venezia Giulia"
"Rivata Barolo","Casa Vinicola Ferrero","Barolo"
"Rive Barbera","Il Cascinone","Piemonte"
"Rive dei Sassi Roero Arneis","Antonio & Raimondo","Piemonte"
"Rive di Campea Conegliano Valdobbiadene Prosecco Superiore Extra Dry","Domenico de Bertiol","Conegliano-Valdobbiadene Prosecco"
"Rive di Campea Valdobbiadene Prosecco Superiore Extra Dry","Bisol","Conegliano-Valdobbiadene Prosecco"
"Rive di Col San Martino Valdobbiadene Prosecco Superiore Millesimato Brut","Cantina Produttori di Valdobbiadene-Ca'Val","Prosecco"
"Rive di Colbertaldo Valdobbiadene Prosecco Superiore","Maschio dei Cavalieri","Conegliano-Valdobbiadene Prosecco"
"Rive di Colbertaldo Valdobbiadene Prosecco Superiore Millesimato","Cantina Produttori di Valdobbiadene-Ca'Val","Conegliano-Valdobbiadene Prosecco"
"Rive di Colbertaldo Valdobbiadene Prosecco Superiore Millesimato Extra Dry","Cantina Produttori di Valdobbiadene-Ca'Val","Conegliano-Valdobbiadene Prosecco Superiore Rive"
"Rive Di Colbertaldo Valdobbiadene Superiore Prosecco","Luisa Francesca","Veneto"
"Rive di Collalto Valdobbiadene Extra Brut","Borgoluce","Veneto"
"Rive di Collalto Valdobbiadene Prosecco Superiore Brut","Borgoluce","Veneto"
"Rive di Collalto Valdobbiadene Prosecco Superiore Extra Dry","Borgoluce","Conegliano-Valdobbiadene Prosecco"
"Rive di Cozzuolo Conegliano Valdobbiadene Prosecco Superiore Brut","La Vigna di Sarah","Conegliano-Valdobbiadene Prosecco"
"Rive di Farra di Soligo Valdobbiadene Brut Prosecco Superiore","La Farra","Veneto"
"Rive di Farra di Soligo Valdobbiadene Extra Dry Prosecco Superiore","La Farra","Conegliano-Valdobbiadene Prosecco Superiore Rive"
"Rive di Guia Prosecco di Valdobbiadene Superiore Brut","Marsuret","Conegliano-Valdobbiadene Prosecco"
"Rive di Ogliano Conegliano Prosecco Superiore Brut","Baldi","Conegliano-Valdobbiadene Prosecco Superiore Rive"
"Rive di Ogliano Conegliano Valdobbiadene Prosecco Superiore Brut Nature","BiancaVigna","Prosecco"
"Rive di Ogliano Conegliano Valdobbiadene Prosecco Superiore Extra Brut","BiancaVigna","Conegliano-Valdobbiadene Prosecco Superiore"
"Rive di Refrontolo Valdobbiadene Prosecco Superiore Brut Nature","De Stefani","Conegliano-Valdobbiadene Prosecco Superiore Rive"
"Rive di Refrontolo Valdobbiadene Prosecco Superiore Millesimato Extra Brut","De Stefani","Veneto"
"Rive di San Michele Conegliano Valdobbiadene Prosecco","Sommariva","Veneto"
"Rive di San Pietro Conegliano Prosecco Superiore Brut","Santi","Verona"
"Rive di San Pietro di Barbozza Valdobbiadene Millesimato Dry","Roccat","Veneto"
"Rive di San Pietro di Barbozza Valdobbiadene Prosecco Superiore","Val d'Oca","Conegliano-Valdobbiadene Prosecco"
"Rive di San Pietro di Barbozza Valdobbiadene Prosecco Superiore","Villa Sandi","Conegliano-Valdobbiadene Prosecco Superiore"
"Rive di Santo Stefano Valdobbiadene Prosecco Superiore","Val d'Oca","Conegliano-Valdobbiadene Prosecco"
"Rive di Soligo Conegliano Valdobbiadene Prosecco Superiore Brut","BiancaVigna","Prosecco"
"Rivere Nebbiolo d'Alba","Casetta","Nebbiolo d'Alba"
"Riveto Moscato d'Asti","Dante Rivetti","Langhe"
"Riviera Ligure di Ponente Pigato","Paolo Deperi","Liguria"
"Riviera Ligure di Ponente Pigato","Gajaudo","Riviera Ligure di Ponente"
"Riviera Ligure di Ponente Pigato","Laura Aschero","Liguria"
"Riviera Ligure di Ponente Pigato","Alessandri","Riviera Ligure di Ponente"
"Riviera Ligure di Ponente Pigato","Tenuta Maffone","Riviera Ligure di Ponente"
"Riviera Ligure di Ponente Pigato","Luigi Bianchi Carenzo","Riviera Ligure di Ponente"
"Riviera Ligure Di Ponente Pigato","Terr Erme","Liguria"
"Riviera Ligure di Ponente Pigato","Maixei","Riviera Ligure di Ponente"
"Riviera Ligure di Ponente Pigato","Cantine Bregante","Liguria"
"Riviera Ligure Di Ponente Pigato","Il Bey","Riviera Ligure di Ponente"
"Riviera Ligure Di Ponente Pigato","Terre di Ribaldo","Riviera Ligure di Ponente"
"Riviera Ligure Di Ponente Pigato","Saglietto","Riviera Ligure di Ponente"
"Riviera Ligure di Ponente Pigato","Fontanacota","Liguria"
"Riviera Ligure di Ponente Pigato","Cascina Nirasca","Liguria"
"Riviera Ligure di Ponente Vermentino","Fontanacota","Riviera Ligure di Ponente"
"Rivo al Poggio Bianco","Banfi","Toscana"
"Rivo di Liandro Riserva","Cantine San Pancrazio","Salento"
"Rjgialla","La Tunella","Colli Orientali del Friuli"
"Robur Merlot","Terre di Fiori","Maremma Toscana"
"Rocca","Rocca","Lombardia"
"Rocca Alta Salice Salentino","Castellani","Toscana"
"Rocca dei Leoni Aglianico","Villa Matilde","Campania"
"Rocca dei Mori","Rocca","Lombardia"
"Rocca dei Mori Briacò Primitivo Salento Rosso","Apollonio","Salento"
"Rocca di Bonacciara Merlot","Tenuta Bonzara","Emilia-Romagna"
"Rocca Giovino Barbera d'Alba","Gigi Rosso","Barbera d'Alba"
"Rocca Giovino Nebbiolo d'Alba","Gigi Rosso","Nebbiolo d'Alba"
"Rocca Guicciarda Chianti Classico Riserva","Ricasoli","Chianti Classico"
"Rocca Nerina Malvasia","Cantina dei Colli Amerini","Umbria"
"Rocca Nivo Barbera d'Asti Superiore","Scrimaglio","Monferrato"
"Rocca Rubia Riserva Carignano del Sulcis","Santadi","Sardegna"
"Rocca Ventosa Cerasuolo d'Abruzzo Rosato","Cantina Tollo","Cerasuolo d'Abruzzo"
"Rocca Ventosa Montepulciano d'Abruzzo","Cantina Tollo","Montepulciano d'Abruzzo"
"Rocca Ventosa Sangiovese","Cantina Tollo","Terre di Chieti"
"Roccabaro Toscana Rosso Dry Red","Bonacchi","Toscana"
"Roccabella Dolcetto d'Alba","Vite Colte","Dolcetto d'Alba"
"Roccabella Langhe Nebbiolo","Eugenio Bocchino","Piemonte"
"Roccamora Negroamaro","Schola Sarmenti","Puglia"
"Roccamura Brunello di Montalcino","Podere Canalino","Toscana"
"Roccamura Vermentino","Agricole Selvi","Puglia"
"Roccardo Langhe Nebbiolo","Rocche Costamagna","Langhe"
"Roccato","Rocca delle Macìe","Toscana"
"Rocche Barolo","Azienda Agricola Monchiero","Piemonte"
"Rocche Barolo Riserva","Lorenzo Accomasso","Barolo"
"Rocche dell'Annunziata Barolo","Renato Corino","Barolo"
"Rocche dell'Annunziata Barolo","Roberto Voerzio","Barolo"
"Rocche dell'Annunziata Barolo","Rocche Costamagna","Barolo"
"Rocche dell'Annunziata Barolo","Gagliasso","Barolo"
"Rocche dell'Annunziata Barolo Riserva","Paolo Scavino","Barolo"
"Rocche dell'Annunziata Torriglione Barolo","Roberto Voerzio","Barolo"
"Rocche dell'Annunziata Vigneto Rocchette Barolo Riserva","Lorenzo Accomasso","Barolo"
"Rocche delle Rocche Barbera d'Alba Superiore","Rocche Costamagna","Barbera d'Alba"
"Rocche di Castiglione Barolo","Brovia","Barolo"
"Rocche di Castiglione Barolo","Roccheviberti","Barolo"
"Rocche di Castiglione Barolo Riserva","Michele Chiarlo","Piemonte"
"Rocche di Castiglione Falletto Barolo","Azienda Agricola Monchiero","Barolo"
"Rocche di Castiglione Falletto Barolo Riserva","Azienda Agricola Monchiero","Barolo"
"Rocche Imperatore Nebbiolo d'Alba","Oberto Luigi","Piemonte"
"Roccheri Nebbiolo d'Alba","Marchesi di Barolo","Barolo"
"Roccialta Chianti","Uggiano","Chianti"
"Rocco Bianco","Castorani","Abruzzo"
"Roceroce Fiano Passito","Vinosia","Campania"
"Ròche d'Ampsèj Roero Riserva","Matteo Correggia","Roero"
"Rochettevino Dolcetto d'Alba","Voerzio Martini","Piemonte"
"Ròdon Bardolino Chiaretto","Le Fraghe","Veneto"
"Rodos Valdarno di Sopra Cabernet Sauvignon","Campo del Monte","Chianti"
"Roen","Tramin","Trentino-Alto Adige"
"Roere Santa Maria Barolo","Azienda Agricola Monchiero","Barolo"
"Roero","Matteo Correggia","Roero"
"Roero Arneis","Guidobono","Piemonte"
"Roero Arneis","Villa Contea","Roero"
"Roero Arneis","Patrizi","Roero"
"Roero Arneis","Cascina Cà Gialla","Roero"
"Roero Arneis","Bric Cenciurio","Roero"
"Roero Arneis","Sartirano","Roero"
"Roero Arneis","Cesare Pavese","Piemonte"
"Roero Arneis","Calorio Vincenzo","Langhe"
"Roero Arneis","Valfaccenda","Roero"
"Roero Arneis","Marcarini","Piemonte"
"Roero Arneis","Giacomo Fenocchio","Barolo"
"Roero Arneis","Palladino","Roero"
"Roero Arneis","Sabaudo","Roero"
"Roero Arneis","Bric Castelvej","Roero"
"Roero Arneis","Cascina Riveri","Roero"
"Roero Arneis","Matteo Correggia","Piemonte"
"Roero Arneis","Morra","Roero"
"Roero Arneis","Guasti Clemente","Monferrato"
"Roero Arneis","Sangrato","Lombardia"
"Roero Arneis","Fabrizio Battaglino","Roero"
"Roero Arneis","Serre dei Roveri","Piemonte"
"Roero Arneis","Duchessa Lia","Roero"
"Roero Arneis","Fratelli Ponte","Piemonte"
"Roero Arneis","Bel Moro","Roero"
"Roero Arneis","Piazzo","Roero"
"Roero Arneis","Alberto Oggero","Roero"
"Roero Arneis","Villa Cassina","Roero"
"Roero Arneis","Franco Casetta","Piemonte"
"Roero Arneis","BelColle","Roero"
"Roero Arneis","Sacco","Roero"
"Roero Arneis","Gianni Gagliardo","Roero"
"Roero Arneis","Prunotto","Roero"
"Roero Arneis","Castello di Santa Vittoria","Roero"
"Roero Arneis","Lidl","Emilia"
"Roero Arneis","Malvirà","Roero"
"Roero Arneis","Baronessa Bettina","Roero"
"Roero Arneis","Batasiolo","Roero"
"Roero Arneis","Brovia","Roero"
"Roero Arneis","Il Pozzo","Piemonte"
"Roero Arneis","Neirano","Roero"
"Roero Arneis","San Matteo","Roero"
"Roero Arneis","Cascina del Pozzo","Roero"
"Roero Arneis","Pescaja","Piemonte"
"Roero Arneis","Giacosa Fratelli","Roero"
"Roero Arneis","Rossello","Piemonte"
"Roero Arneis","Gigi Rosso","Roero"
"Roero Arneis","Massucco","Roero"
"Roero Arneis","Bruno Giacosa","Roero"
"Roero Arneis","Fontanafredda","Roero"
"Roero Arneis","Filippo Gallino","Piemonte"
"Roero Arneis","Marco Porello","Roero"
"Roero Arneis","Cà Neuva","Roero"
"Roero Arneis","7 Cascine","Piemonte"
"Roero Arneis","Arduini","Roero"
"Roero Arneis","Michele Viano","Piemonte"
"Roero Arneis Anterisio","Cascina Chicco","Piemonte"
"Roero Arneis Merica","Cascina Ca' Rossa","Roero"
"Roero Audinaggio","Cascina Ca' Rossa","Roero"
"Roero Mompissano Riserva","Cascina Ca' Rossa","Roero"
"Roero Montespinato","Cascina Chicco","Piemonte"
"Roero Monvije","BelColle","Roero"
"Roero Pradalupo Arneis","Fontanafredda","Roero"
"Roero Superiore","Casetta","Roero"
"Roero Valmaggiore Riserva","Cascina Chicco","Roero"
"Roggeri Barolo","Ciabot Berton","Barolo"
"Roggio del Filare Rosso Piceno Superiore","Velenosi","Rosso Piceno"
"Rohesia Susumaniello","Cantele","Puglia"
"Rojano Todi Rosso Superiore","Tudernum","Todi"
"Rollone Monferrato Rosso","Marchesi Incisa della Rocchetta","Monferrato"
"Rolona Gavi di Gavi","Castellari Bergaglio","Gavi"
"Roma Rosso","Poggio le Volpi","Lazio"
"Roma Rosso Urbe Aeterna","Femar Vini","Puglia"
"Romagna Sangiovese","Tavernello","Romagna"
"Romagna Sangiovese","Ostro","Sangiovese di Romagna"
"Romagnoli Only 4 % For You Rosé","Perini & Perini","Emilia-Romagna"
"Romain Refosco dal Peduncolo Rosso","Rodaro","Venezia"
"Romano Refosco dal Peduncolo Rosso","Vitas","Friuli Aquileia"
"Romeo Gutturnio Riserva","Castello di Luzzano","Provincia di Pavia"
"Romeo V Limited Edition Rosso Veronese","Monte Tondo","Rosso Veronese"
"Romice Salice Salentino","Ioniς (Ionis)","Salice Salentino"
"Romilda Barbera d’Asti Superiore Nizza","Arbiola","Barbera d'Asti"
"Romitorio di Santedame Toscana","Ruffino","Toscana"
"Romitoro (Il Toro) Toscana","Castello Romitorio","Toscana"
"Ronc di Juri Sauvignon","Dorigo","Friuli-Venezia Giulia"
"Ronc di Zorz Friulano","Livon","Friuli-Venezia Giulia"
"Roncaglie Barbaresco","BelColle","Piemonte"
"Roncaglie Barbaresco","Poderi Colla","Barbaresco"
"Roncha Bianco","Fattori","Verona"
"Ronchedone Rosso","Cà dei Frati","Lombardia"
